日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2017/04/10,古亭,WIND_SPEED,1.4,0.7,1.2,1.3,1.3,1.3,0.7,1.5,2.6,2.8,2.7,2.3,3.7,3.9,4.1,2.4,2.5,2.4,2.3,1.5,1.4,1.5,2.4,0.8
2017/04/10,古亭,WS_HR,1.1,0.7,0.9,0.8,0.5,1.3,0.7,1.1,1.1,2.4,2.2,1.7,2.3,2.8,2.7,1.7,1.3,1.9,1.9,1.7,1.2,1.6,1.6,1.3
2017/04/11,古亭,AMB_TEMP,26.0,25.0,25.0,25.0,24.0,25.0,25.0,23.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,19.0,19.0,18.0,18.0,18.0
2017/04/11,古亭,CH4,1.9,2.0,2.0,2.0,2.0,2.0,2.1,1.9,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.9,1.9,1.9,1.9,1.9
2017/04/11,古亭,CO,0.37,0.34,0.27,0.26,0.29,0.33,0.42,0.51,0.64,0.57,0.53,0.55,0.53,0.52,0.51,0.52,0.53,0.63,0.67,0.49,0.4,0.39,0.38,0.35
2017/04/11,古亭,NMHC,0.13,0.11,0.1,0.11,0.12,0.14,0.19,0.13,0.16,0.16,0.15,0.17,0.16,0.15,0.16,0.16,0.16,0.18,0.18,0.12,0.09,0.07,0.07,0.07
2017/04/11,古亭,NO,2.4,1.8,1.3,2.1,2.4,3.6,12.0,4.4,5.8,5.7,5.1,5.5,4.8,4.3,3.5,3.3,3.6,3.9,3.3,2.2,1.9,1.9,1.4,1.4
2017/04/11,古亭,NO2,13.0,12.0,9.0,7.9,9.7,11.0,17.0,19.0,24.0,23.0,19.0,20.0,19.0,18.0,19.0,20.0,25.0,30.0,26.0,18.0,15.0,14.0,14.0,11.0
2017/04/11,古亭,NOx,16.0,14.0,10.0,10.0,12.0,15.0,29.0,24.0,30.0,29.0,24.0,26.0,24.0,22.0,22.0,23.0,29.0,34.0,30.0,20.0,17.0,16.0,15.0,12.0
2017/04/11,古亭,O3,17.0,15.0,15.0,14.0,10.0,9.5,9.2,26.0,24.0,23.0,27.0,27.0,31.0,35.0,33.0,35.0,34.0,34.0,37.0,48.0,52.0,54.0,56.0,55.0
2017/04/11,古亭,PM10,33.0,30.0,33.0,30.0,31.0,28.0,34.0,30.0,19.0,17.0,17.0,23.0,24.0,25.0,29.0,28.0,25.0,24.0,27.0,27.0,23.0,18.0,21.0,24.0
2017/04/11,古亭,PM2.5,17.0,14.0,14.0,18.0,10.0,18.0,16.0,6.0,4.0,5.0,7.0,4.0,10.0,10.0,11.0,14.0,15.0,16.0,16.0,13.0,15.0,17.0,14.0,18.0
2017/04/11,古亭,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,4.6,1.6,0.2,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.2
2017/04/11,古亭,RH,77.0,79.0,80.0,81.0,82.0,80.0,79.0,83.0,88.0,88.0,86.0,87.0,86.0,81.0,80.0,78.0,76.0,76.0,79.0,83.0,86.0,85.0,88.0,89.0
2017/04/11,古亭,SO2,1.9,1.4,1.4,1.3,1.3,1.5,4.0,1.7,1.5,1.5,1.4,1.3,1.3,1.3,1.3,1.5,3.9,5.8,4.3,2.7,1.5,1.2,1.1,1.1
2017/04/11,古亭,THC,2.1,2.1,2.1,2.1,2.1,2.1,2.3,2.1,2.1,2.1,2.1,2.2,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.1,2.0,2.0,2.0,2.0
2017/04/11,古亭,WD_HR,168.0,155.0,128.0,162.0,157.0,124.0,79.0,85.0,80.0,74.0,80.0,85.0,85.0,95.0,94.0,94.0,91.0,80.0,96.0,87.0,87.0,78.0,84.0,69.0
2017/04/11,古亭,WIND_DIREC,159.0,110.0,203.0,122.0,155.0,124.0,71.0,116.0,62.0,68.0,81.0,100.0,68.0,102.0,77.0,87.0,76.0,100.0,84.0,77.0,84.0,75.0,83.0,74.0
2017/04/11,古亭,WIND_SPEED,1.0,1.3,1.3,1.6,1.4,1.2,4.0,2.2,2.4,3.0,3.4,3.5,2.8,3.7,3.4,3.3,3.3,4.0,3.9,3.7,4.3,3.9,3.4,2.7
2017/04/11,古亭,WS_HR,0.9,0.9,0.7,1.5,1.1,0.9,1.3,2.0,2.0,2.7,3.1,2.6,3.1,3.4,3.3,3.0,3.3,2.9,3.5,3.5,3.8,3.8,3.5,3.2
2017/04/12,古亭,AMB_TEMP,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,18.0,18.0,18.0,18.0,17.0,18.0,18.0
2017/04/12,古亭,CH4,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2.0,2.0,2.0,2.0,2.0,2.0
2017/04/12,古亭,CO,0.33,0.27,0.28,0.27,0.27,0.28,0.35,0.47,0.68,0.5,0.47,0.44,0.44,0.39,0.38,0.42,0.43,0.56,0.66,0.7,0.61,0.62,0.61,0.54
2017/04/12,古亭,NMHC,0.08,0.04,0.04,0.04,0.05,0.04,0.06,0.09,0.16,0.12,0.13,0.13,0.13,0.1,0.11,0.13,0.11,0.13,0.14,0.15,0.14,0.13,0.12,0.11
2017/04/12,古亭,NO,1.2,1.1,1.1,0.7,0.9,0.8,1.4,2.5,5.7,5.0,6.2,4.9,5.0,4.5,0.0,2.4,2.9,2.3,2.1,1.8,1.3,1.1,1.1,0.9
2017/04/12,古亭,NO2,10.0,5.9,5.7,10.0,8.0,7.9,15.0,21.0,32.0,31.0,31.0,27.0,28.0,28.0,0.0,29.0,22.0,24.0,24.0,24.0,19.0,19.0,18.0,13.0
2017/04/12,古亭,NOx,12.0,7.0,6.8,11.0,8.9,8.7,16.0,24.0,38.0,36.0,38.0,32.0,33.0,32.0,0.0,31.0,25.0,26.0,26.0,26.0,20.0,20.0,19.0,14.0
2017/04/12,古亭,O3,55.0,63.0,60.0,56.0,57.0,57.0,49.0,43.0,31.0,31.0,31.0,35.0,34.0,36.0,38.0,33.0,48.0,53.0,58.0,62.0,67.0,65.0,67.0,72.0
2017/04/12,古亭,PM10,27.0,27.0,24.0,17.0,6.0,4.0,5.0,10.0,12.0,15.0,15.0,19.0,18.0,17.0,0.0,0.0,21.0,37.0,52.0,62.0,67.0,72.0,78.0,82.0
2017/04/12,古亭,PM2.5,19.0,13.0,10.0,18.0,9.0,6.0,10.0,13.0,9.0,9.0,8.0,6.0,12.0,13.0,0.0,24.0,0.0,33.0,35.0,46.0,47.0,50.0,56.0,58.0
2017/04/12,古亭,RAINFALL,0.6,0.2,1.0,0.4,6.6,4.8,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0
2017/04/12,古亭,RH,91.0,91.0,92.0,92.0,92.0,92.0,92.0,90.0,89.0,87.0,88.0,85.0,86.0,88.0,87.0,86.0,86.0,80.0,74.0,73.0,72.0,80.0,78.0,77.0
2017/04/12,古亭,SO2,1.6,1.0,1.8,5.5,3.6,2.8,2.1,3.4,1.9,7.7,8.9,6.2,7.7,8.0,0.0,0.0,2.1,2.2,2.4,3.0,3.1,2.1,2.3,2.0
2017/04/12,古亭,THC,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.1,2.1,2.1,2.1,2.1,2.0,2.0,2.1,2.0,2.1,2.1,2.1,2.1,2.1,2.1,2.1
2017/04/12,古亭,WD_HR,82.0,86.0,93.0,91.0,87.0,90.0,92.0,93.0,76.0,68.0,78.0,77.0,77.0,72.0,72.0,82.0,91.0,84.0,85.0,87.0,89.0,100.0,97.0,92.0
2017/04/12,古亭,WIND_DIREC,91.0,81.0,106.0,88.0,93.0,89.0,90.0,84.0,76.0,77.0,66.0,94.0,69.0,65.0,73.0,91.0,91.0,84.0,89.0,86.0,92.0,105.0,108.0,85.0
2017/04/12,古亭,WIND_SPEED,3.8,3.2,2.9,2.0,2.8,2.9,2.4,3.3,2.6,3.6,4.1,3.0,3.2,3.9,3.1,3.1,3.4,2.7,3.0,3.4,2.8,2.5,2.9,2.7
2017/04/12,古亭,WS_HR,2.9,3.4,2.5,2.2,2.4,2.6,2.3,3.0,2.5,3.3,3.0,2.7,2.8,2.9,3.0,2.7,3.1,3.1,2.9,2.8,2.6,2.4,2.5,2.4
2017/04/13,古亭,AMB_TEMP,18.0,18.0,18.0,17.0,17.0,17.0,18.0,19.0,19.0,21.0,22.0,22.0,22.0,22.0,21.0,20.0,19.0,19.0,19.0,20.0,20.0,19.0,19.0,19.0
2017/04/13,古亭,CH4,2.0,2.0,2.0,2.0,2.0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2.0,2.0,1.9,2.0,2.0,2.0,2.0
2017/04/13,古亭,CO,0.52,0.47,0.46,0.41,0.35,0.31,0.27,0.35,0.4,0.28,0.25,0.22,0.27,0.3,0.38,0.36,0.37,0.62,0.74,0.6,0.51,0.57,0.64,0.61
2017/04/13,古亭,NMHC,0.1,0.1,0.08,0.07,0.05,0.05,0.05,0.09,0.11,0.08,0.1,0.09,0.09,0.1,0.16,0.15,0.15,0.24,0.28,0.21,0.17,0.18,0.19,0.21
2017/04/13,古亭,NO,0.9,0.8,0.8,0.9,0.9,1.0,1.5,2.9,4.2,3.4,4.4,3.0,2.6,3.3,9.6,16.0,4.2,7.1,8.7,4.7,3.3,3.0,4.8,3.2
2017/04/13,古亭,NO2,10.0,8.3,7.4,5.7,4.7,5.1,11.0,17.0,18.0,15.0,14.0,11.0,14.0,18.0,29.0,32.0,24.0,37.0,43.0,34.0,30.0,31.0,39.0,33.0
2017/04/13,古亭,NOx,11.0,9.1,8.2,6.6,5.6,6.0,12.0,20.0,22.0,18.0,18.0,14.0,16.0,22.0,38.0,49.0,29.0,44.0,52.0,39.0,33.0,34.0,44.0,37.0
2017/04/13,古亭,O3,78.0,76.0,79.0,76.0,74.0,68.0,55.0,44.0,41.0,45.0,46.0,50.0,47.0,43.0,34.0,30.0,37.0,19.0,14.0,23.0,27.0,23.0,16.0,20.0
2017/04/13,古亭,PM10,85.0,83.0,79.0,72.0,57.0,46.0,40.0,40.0,43.0,43.0,40.0,36.0,40.0,41.0,47.0,41.0,39.0,30.0,27.0,30.0,28.0,29.0,21.0,20.0
2017/04/13,古亭,PM2.5,57.0,47.0,41.0,29.0,26.0,21.0,12.0,10.0,12.0,12.0,10.0,10.0,11.0,12.0,13.0,17.0,17.0,12.0,13.0,13.0,14.0,14.0,11.0,13.0
2017/04/13,古亭,RAINFALL,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.2,2.6,0.4,0.4
2017/04/13,古亭,RH,73.0,72.0,73.0,81.0,81.0,77.0,73.0,69.0,68.0,63.0,58.0,58.0,61.0,62.0,67.0,79.0,82.0,81.0,82.0,82.0,81.0,87.0,91.0,90.0
2017/04/13,古亭,SO2,2.3,2.1,2.2,1.7,1.6,1.6,1.4,1.5,1.6,1.6,1.6,1.5,1.6,1.6,1.8,1.8,1.5,1.9,2.3,2.9,4.0,2.8,2.5,2.2
2017/04/13,古亭,THC,2.1,2.1,2.1,2.1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.1,2.1,2.1,2.2,2.2,2.2,2.1,2.2,2.2,2.3
2017/04/13,古亭,WD_HR,92.0,103.0,103.0,106.0,97.0,97.0,101.0,104.0,106.0,95.0,98.0,99.0,95.0,83.0,97.0,107.0,99.0,95.0,87.0,89.0,92.0,92.0,73.0,125.0
2017/04/13,古亭,WIND_DIREC,100.0,104.0,84.0,105.0,97.0,102.0,96.0,108.0,109.0,98.0,79.0,106.0,86.0,92.0,104.0,100.0,101.0,88.0,90.0,84.0,103.0,73.0,90.0,139.0
2017/04/13,古亭,WIND_SPEED,2.4,2.1,1.5,2.7,2.5,3.0,2.9,3.4,4.2,3.4,3.9,4.0,3.0,3.0,2.5,2.5,1.9,2.1,1.8,1.9,2.0,1.5,0.9,0.8
2017/04/13,古亭,WS_HR,2.3,2.3,2.3,2.4,2.6,2.6,3.2,3.3,3.6,3.4,3.9,3.9,2.9,2.7,2.4,2.5,2.1,1.9,1.9,2.1,1.9,1.4,1.3,0.5
2017/04/14,古亭,AMB_TEMP,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,21.0,22.0,22.0,23.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,22.0,22.0,22.0,21.0
2017/04/14,古亭,CH4,2.0,2.1,2.1,2.1,2.2,2.3,2.2,2.2,2.3,2.0,2.0,2.1,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.3,2.2
2017/04/14,古亭,CO,0.53,0.51,0.4,0.36,0.52,0.64,0.68,1.17,1.34,0.92,0.94,1.1,1.21,1.38,1.2,1.02,1.09,1.19,1.42,1.41,1.24,1.18,1.33,1.25
2017/04/14,古亭,NMHC,0.16,0.18,0.18,0.2,0.3,0.38,0.32,0.44,0.42,0.27,0.33,0.41,0.55,0.62,0.55,0.41,0.52,0.51,0.61,0.62,0.55,0.42,0.48,0.43
2017/04/14,古亭,NO,2.4,2.0,1.1,1.0,1.7,4.4,17.0,34.0,40.0,18.0,16.0,11.0,6.2,12.0,12.0,11.0,14.0,29.0,35.0,28.0,21.0,15.0,30.0,26.0
2017/04/14,古亭,NO2,25.0,25.0,18.0,14.0,21.0,28.0,26.0,30.0,33.0,30.0,35.0,42.0,49.0,61.0,54.0,45.0,53.0,62.0,63.0,57.0,51.0,45.0,38.0,33.0
2017/04/14,古亭,NOx,27.0,27.0,19.0,15.0,22.0,32.0,43.0,64.0,73.0,48.0,51.0,53.0,56.0,73.0,66.0,56.0,67.0,91.0,97.0,86.0,72.0,60.0,68.0,59.0
2017/04/14,古亭,O3,25.0,23.0,25.0,23.0,14.0,5.4,6.4,4.2,5.5,13.0,13.0,26.0,35.0,28.0,19.0,24.0,16.0,4.2,2.2,2.2,3.7,4.7,2.0,2.5
2017/04/14,古亭,PM10,18.0,20.0,21.0,17.0,21.0,17.0,20.0,14.0,17.0,16.0,23.0,28.0,38.0,48.0,53.0,53.0,39.0,41.0,46.0,57.0,60.0,62.0,53.0,44.0
2017/04/14,古亭,PM2.5,10.0,10.0,9.0,8.0,13.0,18.0,20.0,0.0,16.0,13.0,20.0,29.0,35.0,40.0,37.0,29.0,29.0,30.0,32.0,37.0,35.0,30.0,20.0,15.0
2017/04/14,古亭,RAINFALL,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/14,古亭,RH,91.0,91.0,91.0,91.0,91.0,92.0,91.0,89.0,87.0,84.0,81.0,77.0,74.0,73.0,75.0,72.0,70.0,77.0,81.0,84.0,86.0,87.0,88.0,87.0
2017/04/14,古亭,SO2,1.4,1.2,1.0,1.0,1.2,1.9,1.9,2.4,2.6,2.1,1.9,2.5,3.7,3.7,2.7,2.4,2.5,9.2,10.0,7.7,6.1,3.4,3.2,2.8
2017/04/14,古亭,THC,2.2,2.3,2.3,2.3,2.5,2.7,2.6,2.7,2.7,2.3,2.4,2.5,2.7,2.8,2.7,2.6,2.7,2.6,2.7,2.7,2.7,2.6,2.8,2.6
2017/04/14,古亭,WD_HR,148.0,154.0,182.0,193.0,192.0,118.0,98.0,167.0,172.0,192.0,250.0,256.0,292.0,127.0,107.0,114.0,102.0,89.0,99.0,101.0,106.0,111.0,108.0,141.0
2017/04/14,古亭,WIND_DIREC,195.0,120.0,201.0,173.0,171.0,90.0,117.0,177.0,192.0,218.0,244.0,235.0,46.0,130.0,123.0,86.0,114.0,69.0,102.0,83.0,114.0,99.0,121.0,107.0
2017/04/14,古亭,WIND_SPEED,1.1,0.5,0.9,0.7,0.4,0.6,0.5,1.0,0.7,0.7,0.6,0.6,0.7,1.2,1.1,0.9,2.5,1.4,1.5,1.2,0.8,0.9,0.6,0.8
2017/04/14,古亭,WS_HR,0.6,0.5,0.5,0.7,0.6,0.4,0.5,0.6,0.7,0.8,0.2,1.0,0.1,0.9,1.0,1.1,0.8,1.1,1.4,1.2,1.0,1.0,0.9,0.5
2017/04/15,古亭,AMB_TEMP,21.0,21.0,20.0,20.0,20.0,20.0,20.0,21.0,23.0,25.0,27.0,28.0,29.0,29.0,29.0,29.0,28.0,27.0,26.0,25.0,25.0,25.0,25.0,24.0
2017/04/15,古亭,CH4,2.2,2.3,2.3,2.3,2.2,2.2,2.1,2.0,2.1,2.1,2.1,2.2,2.1,2.0,2.0,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.2
2017/04/15,古亭,CO,1.12,0.91,0.72,0.6,0.49,0.55,0.6,0.67,0.75,1.02,1.1,1.0,0.77,0.69,0.73,0.81,0.81,0.84,1.09,1.0,1.24,1.23,1.36,0.92
2017/04/15,古亭,NMHC,0.41,0.33,0.26,0.22,0.15,0.15,0.19,0.18,0.2,0.29,0.36,0.37,0.29,0.23,0.24,0.28,0.3,0.27,0.41,0.35,0.45,0.42,0.4,0.33
2017/04/15,古亭,NO,20.0,14.0,6.6,2.9,2.7,4.9,11.0,11.0,9.7,11.0,5.9,3.8,3.4,2.1,1.8,1.5,1.4,2.0,4.5,2.2,6.3,9.7,13.0,4.7
2017/04/15,古亭,NO2,31.0,27.0,25.0,18.0,12.0,12.0,15.0,16.0,19.0,30.0,39.0,36.0,29.0,24.0,24.0,27.0,33.0,41.0,53.0,46.0,50.0,41.0,42.0,30.0
2017/04/15,古亭,NOx,52.0,41.0,32.0,20.0,15.0,17.0,26.0,27.0,28.0,41.0,45.0,40.0,32.0,26.0,26.0,28.0,35.0,43.0,58.0,48.0,56.0,51.0,55.0,35.0
2017/04/15,古亭,O3,2.0,3.5,3.8,7.5,12.0,9.9,7.9,13.0,19.0,27.0,49.0,70.0,77.0,84.0,101.0,97.0,69.0,42.0,23.0,22.0,12.0,11.0,7.0,16.0
2017/04/15,古亭,PM10,27.0,23.0,22.0,20.0,19.0,8.0,9.0,13.0,21.0,26.0,35.0,51.0,63.0,62.0,69.0,75.0,85.0,81.0,77.0,67.0,70.0,65.0,64.0,46.0
2017/04/15,古亭,PM2.5,11.0,12.0,12.0,12.0,12.0,10.0,11.0,13.0,14.0,20.0,30.0,40.0,40.0,47.0,48.0,51.0,51.0,38.0,38.0,40.0,40.0,30.0,27.0,26.0
2017/04/15,古亭,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/15,古亭,RH,88.0,89.0,89.0,90.0,90.0,90.0,88.0,84.0,75.0,67.0,64.0,63.0,62.0,64.0,61.0,62.0,69.0,75.0,77.0,79.0,80.0,79.0,80.0,79.0
2017/04/15,古亭,SO2,2.0,1.8,1.6,1.5,1.2,1.2,1.2,1.4,1.3,1.6,3.1,4.9,5.7,4.6,3.9,3.4,4.8,7.6,6.6,5.7,4.9,2.9,2.6,2.3
2017/04/15,古亭,THC,2.6,2.7,2.6,2.5,2.3,2.3,2.3,2.2,2.2,2.4,2.5,2.5,2.4,2.3,2.3,2.3,2.4,2.3,2.5,2.5,2.6,2.6,2.6,2.5
2017/04/15,古亭,WD_HR,165.0,196.0,174.0,171.0,188.0,177.0,184.0,200.0,189.0,151.0,274.0,320.0,325.0,319.0,28.0,319.0,332.0,57.0,89.0,48.0,127.0,128.0,153.0,148.0
2017/04/15,古亭,WIND_DIREC,193.0,208.0,136.0,217.0,201.0,153.0,195.0,193.0,47.0,75.0,304.0,314.0,329.0,325.0,343.0,310.0,60.0,72.0,53.0,73.0,188.0,118.0,139.0,181.0
2017/04/15,古亭,WIND_SPEED,1.2,1.6,1.0,0.8,1.1,0.6,1.0,1.1,0.7,1.0,1.0,1.8,2.3,1.5,0.8,2.0,1.5,1.7,1.2,0.9,1.0,1.0,0.9,0.8
2017/04/15,古亭,WS_HR,0.7,1.0,0.9,0.4,1.1,0.8,1.0,1.1,0.7,0.3,0.2,0.9,1.4,1.5,0.1,0.6,1.1,0.8,1.1,0.6,1.0,1.0,0.8,0.8
2017/04/16,古亭,AMB_TEMP,24.0,24.0,23.0,23.0,23.0,23.0,23.0,24.0,25.0,26.0,28.0,29.0,31.0,31.0,29.0,27.0,26.0,26.0,25.0,25.0,24.0,24.0,24.0,24.0
2017/04/16,古亭,CH4,2.1,2.1,2.2,2.1,2.3,2.1,2.1,2.2,2.1,2.2,2.2,2.1,2.0,1.9,2.0,1.9,1.9,1.9,2.0,1.9,1.9,1.9,1.9,2.0
2017/04/16,古亭,CO,0.77,0.67,0.68,0.56,0.51,0.51,0.64,0.72,0.78,0.95,1.04,0.68,0.52,0.5,0.66,0.52,0.66,0.75,0.78,0.73,0.63,0.7,0.71,0.7
2017/04/16,古亭,NMHC,0.2,0.2,0.22,0.15,0.18,0.14,0.21,0.27,0.27,0.39,0.4,0.23,0.15,0.11,0.18,0.14,0.16,0.18,0.2,0.18,0.12,0.15,0.15,0.15
2017/04/16,古亭,NO,2.6,2.6,2.4,2.8,2.4,3.5,10.0,14.0,10.0,7.8,5.2,3.7,2.4,2.3,2.1,3.0,4.1,4.4,4.6,5.2,5.3,6.6,6.0,5.8
2017/04/16,古亭,NO2,23.0,21.0,22.0,12.0,13.0,11.0,16.0,18.0,22.0,31.0,34.0,20.0,15.0,14.0,18.0,18.0,24.0,24.0,25.0,22.0,18.0,19.0,20.0,19.0
2017/04/16,古亭,NOx,26.0,24.0,24.0,15.0,15.0,15.0,27.0,32.0,32.0,39.0,39.0,24.0,17.0,16.0,20.0,21.0,29.0,28.0,30.0,27.0,23.0,26.0,26.0,25.0
2017/04/16,古亭,O3,17.0,12.0,9.9,15.0,10.0,13.0,7.2,8.1,15.0,33.0,51.0,57.0,71.0,80.0,84.0,44.0,33.0,31.0,25.0,21.0,20.0,15.0,10.0,9.5
2017/04/16,古亭,PM10,41.0,34.0,31.0,31.0,32.0,33.0,29.0,20.0,21.0,38.0,56.0,65.0,56.0,53.0,54.0,44.0,37.0,31.0,31.0,29.0,24.0,26.0,24.0,28.0
2017/04/16,古亭,PM2.5,21.0,21.0,20.0,20.0,14.0,21.0,18.0,20.0,23.0,23.0,47.0,30.0,30.0,21.0,36.0,22.0,23.0,20.0,20.0,18.0,19.0,19.0,19.0,16.0
2017/04/16,古亭,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/16,古亭,RH,80.0,82.0,83.0,83.0,85.0,84.0,83.0,83.0,76.0,73.0,69.0,60.0,53.0,48.0,61.0,70.0,77.0,77.0,76.0,81.0,83.0,84.0,85.0,85.0
2017/04/16,古亭,SO2,1.9,1.4,1.3,1.0,1.0,0.9,1.1,1.4,1.8,4.8,4.7,2.7,2.4,2.0,2.6,1.1,0.9,1.0,0.9,1.0,0.9,0.9,0.9,0.9
2017/04/16,古亭,THC,2.3,2.3,2.4,2.2,2.5,2.2,2.4,2.5,2.4,2.6,2.6,2.3,2.1,2.1,2.2,2.1,2.1,2.1,2.2,2.1,2.0,2.1,2.1,2.1
2017/04/16,古亭,WD_HR,181.0,157.0,186.0,173.0,192.0,166.0,163.0,155.0,80.0,95.0,81.0,51.0,12.0,27.0,352.0,121.0,164.0,173.0,179.0,185.0,181.0,194.0,197.0,174.0
2017/04/16,古亭,WIND_DIREC,116.0,194.0,196.0,169.0,196.0,133.0,173.0,77.0,116.0,43.0,67.0,52.0,307.0,310.0,322.0,123.0,201.0,185.0,151.0,205.0,182.0,179.0,204.0,133.0
2017/04/16,古亭,WIND_SPEED,1.3,0.7,1.3,1.3,1.6,0.7,1.5,1.1,0.9,0.9,1.2,1.3,1.5,1.8,1.9,1.7,2.2,2.1,1.2,2.5,1.8,1.8,1.4,0.5
2017/04/16,古亭,WS_HR,1.1,0.7,0.7,1.0,1.1,0.7,0.9,0.9,0.4,0.5,0.9,0.7,0.9,0.5,0.2,1.6,1.2,1.3,1.4,1.6,1.4,1.6,1.1,0.9
2017/04/17,古亭,AMB_TEMP,24.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,25.0,28.0,30.0,31.0,32.0,32.0,32.0,32.0,31.0,30.0,29.0,28.0,28.0,27.0,26.0,26.0
2017/04/17,古亭,CH4,2.0,2.2,2.0,2.0,2.0,2.1,2.0,2.0,2.2,2.0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2.0,2.0,2.1,2.0,2.0
2017/04/17,古亭,CO,0.66,0.5,0.44,0.34,0.31,0.4,0.45,0.9,1.53,0.83,0.45,0.37,0.34,0.34,0.37,0.42,0.48,0.59,0.84,0.93,1.13,1.24,0.9,0.66
2017/04/17,古亭,NMHC,0.18,0.14,0.13,0.08,0.09,0.15,0.12,0.25,0.53,0.31,0.21,0.21,0.15,0.16,0.21,0.23,0.26,0.28,0.36,0.39,0.44,0.44,0.34,0.24
2017/04/17,古亭,NO,4.8,4.6,3.0,1.5,1.6,3.0,12.0,21.0,24.0,10.0,6.9,4.7,2.8,2.8,2.6,3.0,5.5,5.0,6.3,8.3,25.0,29.0,20.0,11.0
2017/04/17,古亭,NO2,20.0,15.0,13.0,6.9,7.2,11.0,12.0,18.0,39.0,29.0,19.0,17.0,16.0,15.0,17.0,21.0,23.0,24.0,30.0,32.0,33.0,31.0,27.0,24.0
2017/04/17,古亭,NOx,24.0,20.0,16.0,8.5,8.8,14.0,23.0,40.0,64.0,39.0,26.0,21.0,18.0,18.0,20.0,24.0,28.0,29.0,37.0,41.0,58.0,60.0,47.0,34.0
2017/04/17,古亭,O3,4.7,4.8,6.6,13.0,11.0,4.9,7.0,7.2,17.0,26.0,32.0,39.0,41.0,49.0,52.0,47.0,30.0,21.0,9.2,3.8,2.5,1.4,1.8,2.9
2017/04/17,古亭,PM10,28.0,25.0,24.0,21.0,22.0,22.0,23.0,30.0,33.0,41.0,41.0,43.0,41.0,45.0,37.0,35.0,36.0,42.0,39.0,29.0,27.0,36.0,36.0,37.0
2017/04/17,古亭,PM2.5,18.0,13.0,17.0,14.0,16.0,16.0,15.0,20.0,30.0,25.0,23.0,14.0,13.0,11.0,20.0,20.0,14.0,14.0,14.0,14.0,18.0,20.0,17.0,18.0
2017/04/17,古亭,RAINFALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/17,古亭,RH,86.0,88.0,88.0,87.0,87.0,88.0,85.0,81.0,78.0,68.0,60.0,53.0,50.0,50.0,51.0,54.0,58.0,65.0,69.0,71.0,75.0,80.0,82.0,82.0
2017/04/17,古亭,SO2,1.3,1.4,1.4,1.3,1.2,1.3,1.4,1.7,2.9,4.5,3.9,3.3,2.4,2.5,3.0,3.3,3.5,3.9,4.1,4.8,4.6,3.6,3.7,3.8
2017/04/17,古亭,THC,2.2,2.3,2.2,2.0,2.1,2.3,2.1,2.2,2.7,2.3,2.1,2.1,2.0,2.0,2.1,2.1,2.2,2.2,2.3,2.4,2.5,2.5,2.4,2.2
